#,Setence,Intent
73,I want to upload learning resources.,"Upload learning resources(content, activities, videos, etc)"
74,Please help me upload learning activities.,"Upload learning resources(content, activities, videos, etc)"
75,I would like to share course videos.,"Upload learning resources(content, activities, videos, etc)"
76,Show me how to upload teaching materials.,"Upload learning resources(content, activities, videos, etc)"
77,How do I add learning resources to my course?,"Upload learning resources(content, activities, videos, etc)"
78,I want to upload the course activities and videos.,"Upload learning resources(content, activities, videos, etc)"
79,Where can I post the learning content for students?,"Upload learning resources(content, activities, videos, etc)"
80,Help me upload the training materials to the course page.,"Upload learning resources(content, activities, videos, etc)"
81,Can you show me how to upload learning resources?,"Upload learning resources(content, activities, videos, etc)"
82,I want to share some video for my course. ,"Upload learning resources(content, activities, videos, etc)"
83,How can I publish the course documents?,"Upload learning resources(content, activities, videos, etc)"
84,Where can I add the educational content for this class?,"Upload learning resources(content, activities, videos, etc)"
85,I need to upload reading materials.,Upload reading resources(links or via Leganto)
86,Please help me upload the reading list.,Upload reading resources(links or via Leganto)
87,I would like to share the reading links.,Upload reading resources(links or via Leganto)
88,Show me how to upload reading content.,Upload reading resources(links or via Leganto)
89,Please guide me to upload the required readings.,Upload reading resources(links or via Leganto)
90,Where can I post the reading list for students?,Upload reading resources(links or via Leganto)
91,I want to upload the reading links.,Upload reading resources(links or via Leganto)
92,Where do I upload the reading links?,Upload reading resources(links or via Leganto)
93,How do I share my course reading materials?,Upload reading resources(links or via Leganto)
94,I want to upload a class recording.,Upload class recording(via Panopto)
95,I need to upload the lecture video.,Upload class recording(via Panopto)
96,Please help me upload my class recording.,Upload class recording(via Panopto)
97,I would like to share the lecture recording.,Upload class recording(via Panopto)
98,Show me how to upload the class video.,Upload class recording(via Panopto)
99,How do I add a class recording to my course?,Upload class recording(via Panopto)
100,I want to upload the lecture video via Panopto.,Upload class recording(via Panopto)
101,Where can I post the class recording for students?,Upload class recording(via Panopto)
102,Where do I upload the lesson recording?,Upload class recording(via Panopto)
103,How do I share my class video with students?,Upload class recording(via Panopto)
104,I need to upload the lesson video.,Upload class recording(via Panopto)
105,Please help me add the recorded lecture.,Upload class recording(via Panopto)
106,I want to upload a Q&A discussion.,create Q&A/discussion
107,I need to post a discussion topic.,create Q&A/discussion
108,Please help me upload the Q&A content.,create Q&A/discussion
109,I would like to share a discussion thread.,create Q&A/discussion
110,Show me how to upload the question and answer forum.,create Q&A/discussion
111,How do I add a Q&A discussion to my course?,create Q&A/discussion
112,I want to upload a class discussion post.,create Q&A/discussion
113,How do I share my course discussion forum?,create Q&A/discussion
114,Could you tell me how to create a Q&A topic?,create Q&A/discussion
115,I want to manage group membership.,"Group membership(e.g. for group work, or selecting a tutorial session)"
116,I need to assign students to groups.,"Group membership(e.g. for group work, or selecting a tutorial session)"
117,Please help me set up group membership.,"Group membership(e.g. for group work, or selecting a tutorial session)"
118,I would like to select a tutorial group.,"Group membership(e.g. for group work, or selecting a tutorial session)"
119,Show me how to manage group work membership.,"Group membership(e.g. for group work, or selecting a tutorial session)"
120,I want to create groups for a class project.,"Group membership(e.g. for group work, or selecting a tutorial session)"
121,Where do I select the tutorial groups?,"Group membership(e.g. for group work, or selecting a tutorial session)"
122,How do I add students to a group?,"Group membership(e.g. for group work, or selecting a tutorial session)"
