#,Setence,Intent
135,Please help me add the recorded lecture.,Upload class recording(via Panopto)
136,I want to upload a Q&A discussion.,create Q&A/discussion
137,I need to post a discussion topic.,create Q&A/discussion
138,Please help me upload the Q&A content.,create Q&A/discussion
139,I would like to share a discussion thread.,create Q&A/discussion
140,Show me how to upload the question and answer forum.,create Q&A/discussion
141,How do I add a Q&A discussion to my course?,create Q&A/discussion
142,I want to upload a class discussion post.,create Q&A/discussion
143,How do I share my course discussion forum?,create Q&A/discussion
144,Could you tell me how to create a Q&A topic?,create Q&A/discussion
145,I want to manage group membership.,"Group membership(e.g. for group work, or selecting a tutorial session)"
146,I need to assign students to groups.,"Group membership(e.g. for group work, or selecting a tutorial session)"
147,Please help me set up group membership.,"Group membership(e.g. for group work, or selecting a tutorial session)"
148,I would like to select a tutorial group.,"Group membership(e.g. for group work, or selecting a tutorial session)"
149,Show me how to manage group work membership.,"Group membership(e.g. for group work, or selecting a tutorial session)"
150,I want to create groups for a class project.,"Group membership(e.g. for group work, or selecting a tutorial session)"
151,Where do I select the tutorial groups?,"Group membership(e.g. for group work, or selecting a tutorial session)"
152,How do I add students to a group?,"Group membership(e.g. for group work, or selecting a tutorial session)"
153,I want to upload a new presentation details,Post assessment brief
154,How to upload a new presentation details,Post assessment brief
155,I want to create a brief for the presentation,Post assessment brief
156,Upload presentaion detail ,Post assessment brief
157,Post a new brief for the essay,Post assessment brief
158,I want to upload a new essay details,Post assessment brief
159,How to upload a new eassay details,Post assessment brief
160,How to upload a new report details,Post assessment brief
161,Please help me post a welcome note.,Post welcome information
162,I would like to share the welcome announcement.,Post welcome information
163,Can you show me how to put up a welcome message?,Post welcome information
164,Where can I upload the welcome information for this class?,Post welcome information
165,Please help me add a course opening note.,Post welcome information
166,I want to share a greeting post.,Post welcome information
167,I want to post welcome information.,Post welcome information
168,I want to create a quiz.,Create a quiz
169,I need to make a quiz for my course.,Create a quiz
170,Please help me create a quiz.,Create a quiz
171,I would like to set up a quiz for students.,Create a quiz
172,Show me how to create a quiz.,Create a quiz
173,Where can I create a quiz for students?,Create a quiz
174,Please help me set up a practice test.,Create a quiz
175,Could you tell me how to build a quiz?,Create a quiz
176,I need to make a test for my course.,Create a test
177,Please help me create a test.,Create a test
178,Show me how to create a test.,Create a test
179,How do I add a test to my course?,Create a test
180,Where can I create a test for students?,Create a test
181,Where do I go to set up a test?,Create a test
182,I need to create an online exam.,Create a test
183,I want to post exam information.,Post an exam info
184,I need to publish the exam details.,Post an exam info
185,Please help me post the exam info.,Post an exam info
186,Show me how to post the exam schedule.,Post an exam info
187,How do I add the exam information to my course?,Post an exam info
188,Where can I upload the exam details for the class?,Post an exam info
189,Please guide me to post the exam guidelines,Post an exam info
190,Can you show me how to post exam information?,Post an exam info
191,Could you tell me how to upload exam instructions?,Post an exam info
192,I need to post the test details.,Post an exam info
193,I want to share the final exam announcement.,Post an exam info
194,I want to post field trip information.,Post field trip information
195,I need to publish the field trip details.,Post field trip information
196,Please help me post the field trip info.,Post field trip information
197,Show me how to post the field trip schedule.,Post field trip information
198,How do I add the field trip information to my course?,Post field trip information
199,Where can I upload the field trip details for the class?,Post field trip information
200,Please guide me to post the field trip guidelines.,Post field trip information
201,How can I publish the field trip notice?,Post field trip information
202,How do I share my course field trip announcement?,Post field trip information
203,I want to share the outdoor activity announcement.,Post field trip information
204,I want to upload lab information.,Upload lab/workshop/tutorial information
205,I need to upload workshop details.,Upload lab/workshop/tutorial information
206,Please help me upload tutorial information.,Upload lab/workshop/tutorial information
207,I would like to share the lab schedule.,Upload lab/workshop/tutorial information
208,Show me how to upload workshop content.,Upload lab/workshop/tutorial information
209,How do I add the tutorial information to my course?,Upload lab/workshop/tutorial information
210,I want to upload the lab timetable for students.,Upload lab/workshop/tutorial information
211,Where can I post the workshop details for the class?,Upload lab/workshop/tutorial information
212,Can you show me how to upload lab/workshop/tutorial information?,Upload lab/workshop/tutorial information
213,How can I publish the lab and tutorial schedule?,Upload lab/workshop/tutorial information
214,How do I share my tutorial instructions with students?,Upload lab/workshop/tutorial information
215,Could you tell me how to upload the lab guidelines?,Upload lab/workshop/tutorial information
216,I want to upload learning resources.,"Upload learning resources(content, activities, videos, etc)"
217,Please help me upload learning activities.,"Upload learning resources(content, activities, videos, etc)"
218,I would like to share course videos.,"Upload learning resources(content, activities, videos, etc)"
219,Show me how to upload teaching materials.,"Upload learning resources(content, activities, videos, etc)"
220,How do I add learning resources to my course?,"Upload learning resources(content, activities, videos, etc)"
221,I want to upload the course activities and videos.,"Upload learning resources(content, activities, videos, etc)"
222,Where can I post the learning content for students?,"Upload learning resources(content, activities, videos, etc)"
223,Help me upload the training materials to the course page.,"Upload learning resources(content, activities, videos, etc)"
224,Can you show me how to upload learning resources?,"Upload learning resources(content, activities, videos, etc)"
225,I want to share some video for my course. ,"Upload learning resources(content, activities, videos, etc)"
226,How can I publish the course documents?,"Upload learning resources(content, activities, videos, etc)"
227,Where can I add the educational content for this class?,"Upload learning resources(content, activities, videos, etc)"
228,I need to upload reading materials.,Upload reading resources(links or via Leganto)
229,Please help me upload the reading list.,Upload reading resources(links or via Leganto)
230,I would like to share the reading links.,Upload reading resources(links or via Leganto)
231,Show me how to upload reading content.,Upload reading resources(links or via Leganto)
232,Please guide me to upload the required readings.,Upload reading resources(links or via Leganto)
233,Where can I post the reading list for students?,Upload reading resources(links or via Leganto)
234,I want to upload the reading links.,Upload reading resources(links or via Leganto)
235,Where do I upload the reading links?,Upload reading resources(links or via Leganto)
236,How do I share my course reading materials?,Upload reading resources(links or via Leganto)
237,I want to upload a class recording.,Upload class recording(via Panopto)
238,I need to upload the lecture video.,Upload class recording(via Panopto)
239,Please help me upload my class recording.,Upload class recording(via Panopto)
240,I would like to share the lecture recording.,Upload class recording(via Panopto)
241,Show me how to upload the class video.,Upload class recording(via Panopto)
242,How do I add a class recording to my course?,Upload class recording(via Panopto)
243,I want to upload the lecture video via Panopto.,Upload class recording(via Panopto)
244,Where can I post the class recording for students?,Upload class recording(via Panopto)
245,Where do I upload the lesson recording?,Upload class recording(via Panopto)
246,How do I share my class video with students?,Upload class recording(via Panopto)
247,I need to upload the lesson video.,Upload class recording(via Panopto)
248,Please help me add the recorded lecture.,Upload class recording(via Panopto)
249,I want to upload a Q&A discussion.,create Q&A/discussion
250,I need to post a discussion topic.,create Q&A/discussion
251,Please help me upload the Q&A content.,create Q&A/discussion
252,I would like to share a discussion thread.,create Q&A/discussion
253,Show me how to upload the question and answer forum.,create Q&A/discussion
254,How do I add a Q&A discussion to my course?,create Q&A/discussion
255,I want to upload a class discussion post.,create Q&A/discussion
256,How do I share my course discussion forum?,create Q&A/discussion
257,Could you tell me how to create a Q&A topic?,create Q&A/discussion
258,I want to manage group membership.,"Group membership(e.g. for group work, or selecting a tutorial session)"
259,I need to assign students to groups.,"Group membership(e.g. for group work, or selecting a tutorial session)"
260,Please help me set up group membership.,"Group membership(e.g. for group work, or selecting a tutorial session)"
261,I would like to select a tutorial group.,"Group membership(e.g. for group work, or selecting a tutorial session)"
262,Show me how to manage group work membership.,"Group membership(e.g. for group work, or selecting a tutorial session)"
263,I want to create groups for a class project.,"Group membership(e.g. for group work, or selecting a tutorial session)"
264,Where do I select the tutorial groups?,"Group membership(e.g. for group work, or selecting a tutorial session)"
265,How do I add students to a group?,"Group membership(e.g. for group work, or selecting a tutorial session)"
266,I want to check the weather ,Others
267,I wan to book a flight ticket,Others
268,Do you know what is Google?,Others
269,What is the date today?,Others
270,How is the weather tomorrow?,Others
271,What time is it in New York now?,Others
272,How tall is Mount Everest?,Others
273,Can you tell me a joke?,Others
274,Who invented the internet?,Others
275,Where is the nearest gas station?,Others
276,How many countries are there in the world?,Others
277,What’s the capital city of Canada?,Others
278,Can dogs eat chocolate?,Others
279,How long does it take to fly to Japan?,Others
280,What does AI mean?,Others
281,How do I cook pasta properly?,Others
282,Can you translate this sentence into French?,Others
283,What’s the latest news today?,Others
284,How old is the universe?,Others
285,Tell me a fun fact about dolphins.,Others
286,What is 25 × 16?,Others
287,How far is the moon from Earth?,Others
288,Who is the president of the United States?,Others
289,What does “GDP” stand for?,Others
290,Can you recommend a movie to watch tonight?,Others
291,Can you help me create a new assignment?,Post assessment brief
292,"I want to create a new assignment	",Post assessment brief
293,I want to book a flight to New York,Others
294,How do I reset my password?,Others
295,I want to book a flight to China,Others
296,I want to book a flight to Japan,Others
297,I want to book a flight.,Others
298,I want to book a flight to Fiji,Others
299,I want to book a flight to Queenstown,Others
